,year,state_id,energy_source,generation_megawatthours,energy_type
2255,1991,NH,Natural Gas,-1,Conventional
2256,1991,NH,Nuclear,6787851,Green Energy
2257,1991,NH,Other Biomass,141432,Conventional
2258,1991,NH,Petroleum,1592175,Conventional
2259,1991,NH,Wood and Wood Derived Fuels,946544,Conventional
2281,1991,NJ,Coal,5237132,Conventional
2282,1991,NJ,Hydroelectric Conventional,21598,Green Energy
2283,1991,NJ,Natural Gas,10592907,Conventional
2284,1991,NJ,Nuclear,24806606,Green Energy
2285,1991,NJ,Other Biomass,804765,Conventional
2286,1991,NJ,Other Gases,67544,Conventional
2287,1991,NJ,Petroleum,2151098,Conventional
2288,1991,NJ,Pumped Storage,-155184,Green Energy
2313,1991,NM,Coal,22129312,Conventional
2314,1991,NM,Hydroelectric Conventional,237108,Green Energy
2315,1991,NM,Natural Gas,2863662,Conventional
2316,1991,NM,Other Biomass,14128,Conventional
2317,1991,NM,Petroleum,33012,Conventional
2332,1991,NV,Coal,16365730,Conventional
2333,1991,NV,Geothermal,995408,Green Energy
2334,1991,NV,Hydroelectric Conventional,2365050,Green Energy
2335,1991,NV,Natural Gas,2094971,Conventional
2337,1991,NV,Petroleum,242477,Conventional
2351,1991,NY,Coal,26659951,Conventional
2352,1991,NY,Hydroelectric Conventional,27172120,Green Energy
2353,1991,NY,Natural Gas,23074027,Conventional
2354,1991,NY,Nuclear,28448293,Green Energy
2355,1991,NY,Other Biomass,1660364,Conventional
2356,1991,NY,Other Gases,51520,Conventional
2357,1991,NY,Petroleum,28220555,Conventional
2358,1991,NY,Pumped Storage,-1007269,Green Energy
2359,1991,NY,Wood and Wood Derived Fuels,320938,Conventional
2393,1991,OH,Coal,117502355,Conventional
2394,1991,OH,Hydroelectric Conventional,154224,Green Energy
2395,1991,OH,Natural Gas,364566,Conventional
2396,1991,OH,Nuclear,14832789,Green Energy
2397,1991,OH,Other Biomass,324478,Conventional
2398,1991,OH,Other Gases,57312,Conventional
2399,1991,OH,Petroleum,427742,Conventional
2400,1991,OH,Wood and Wood Derived Fuels,373031,Conventional
2423,1991,OK,Coal,28404639,Conventional
2424,1991,OK,Hydroelectric Conventional,1922137,Green Energy
2425,1991,OK,Natural Gas,18416871,Conventional
2426,1991,OK,Other Biomass,0,Conventional
2427,1991,OK,Other Gases,106620,Conventional
2428,1991,OK,Petroleum,46069,Conventional
2429,1991,OK,Pumped Storage,-65352,Green Energy
2430,1991,OK,Wood and Wood Derived Fuels,268133,Conventional
2450,1991,OR,Coal,2814199,Conventional
2451,1991,OR,Hydroelectric Conventional,41088337,Green Energy
2452,1991,OR,Natural Gas,1223154,Conventional
2453,1991,OR,Nuclear,1465368,Green Energy
2454,1991,OR,Other Biomass,91428,Conventional
2455,1991,OR,Petroleum,11000,Conventional
2456,1991,OR,Wind,539,Green Energy
2457,1991,OR,Wood and Wood Derived Fuels,750864,Conventional
2482,1991,PA,Coal,106028875,Conventional
2483,1991,PA,Hydroelectric Conventional,1920358,Green Energy
2484,1991,PA,Natural Gas,2108889,Conventional
2485,1991,PA,Nuclear,57475671,Green Energy
2487,1991,PA,Other Biomass,670825,Conventional
2488,1991,PA,Other Gases,721051,Conventional
2489,1991,PA,Petroleum,4125862,Conventional
2490,1991,PA,Pumped Storage,-963145,Green Energy
2491,1991,PA,Wood and Wood Derived Fuels,566951,Conventional
2526,1991,RI,Coal,0,Conventional
2527,1991,RI,Hydroelectric Conventional,9946,Green Energy
2528,1991,RI,Natural Gas,2749067,Conventional
2529,1991,RI,Other Biomass,72155,Conventional
2530,1991,RI,Petroleum,94651,Conventional
2551,1991,SC,Coal,23821335,Conventional
2552,1991,SC,Hydroelectric Conventional,3111318,Green Energy
2553,1991,SC,Natural Gas,1081636,Conventional
2554,1991,SC,Nuclear,43108073,Green Energy
2556,1991,SC,Other Biomass,59411,Conventional
2557,1991,SC,Other Gases,5821,Conventional
2558,1991,SC,Petroleum,180889,Conventional
2559,1991,SC,Pumped Storage,-574257,Green Energy
2560,1991,SC,Wood and Wood Derived Fuels,1377836,Conventional
2584,1991,SD,Coal,2727087,Conventional
2585,1991,SD,Hydroelectric Conventional,3828116,Green Energy
2586,1991,SD,Natural Gas,9036,Conventional
2587,1991,SD,Petroleum,8427,Conventional
2594,1991,TN,Coal,48236733,Conventional
2595,1991,TN,Hydroelectric Conventional,10872944,Green Energy
2596,1991,TN,Natural Gas,197260,Conventional
2597,1991,TN,Nuclear,16586744,Green Energy
2599,1991,TN,Other Biomass,36354,Conventional
2600,1991,TN,Other Gases,3153,Conventional
2601,1991,TN,Petroleum,172265,Conventional
2602,1991,TN,Pumped Storage,-376338,Green Energy
2603,1991,TN,Wood and Wood Derived Fuels,424765,Conventional
2623,1991,TX,Coal,120845051,Conventional
2624,1991,TX,Hydroelectric Conventional,2224581,Green Energy
2625,1991,TX,Natural Gas,136442893,Conventional
2626,1991,TX,Nuclear,19799867,Green Energy
2628,1991,TX,Other Biomass,330029,Conventional
2629,1991,TX,Other Gases,3320535,Conventional
2630,1991,TX,Petroleum,1492995,Conventional
2631,1991,TX,Solar Thermal and Photovoltaic,371,Green Energy
2632,1991,TX,Wood and Wood Derived Fuels,1166585,Conventional
2724,1991,UT,Coal,28887600,Conventional
2725,1991,UT,Geothermal,186241,Green Energy
2726,1991,UT,Hydroelectric Conventional,626965,Green Energy
2727,1991,UT,Natural Gas,549984,Conventional
2728,1991,UT,Other Gases,203802,Conventional
2729,1991,UT,Petroleum,51314,Conventional
2730,1991,UT,Pumped Storage,0,Green Energy
2749,1991,VA,Coal,24821391,Conventional
2750,1991,VA,Hydroelectric Conventional,1080055,Green Energy
2751,1991,VA,Natural Gas,1730887,Conventional
2752,1991,VA,Nuclear,23886268,Green Energy
2753,1991,VA,Other Biomass,701129,Conventional
2754,1991,VA,Petroleum,2353996,Conventional
2755,1991,VA,Pumped Storage,-1037665,Green Energy
2756,1991,VA,Solar Thermal and Photovoltaic,33,Green Energy
2757,1991,VA,Wood and Wood Derived Fuels,1193000,Conventional
2785,1991,VT,Hydroelectric Conventional,1052719,Green Energy
2786,1991,VT,Natural Gas,95341,Conventional
2787,1991,VT,Nuclear,4108314,Green Energy
2788,1991,VT,Petroleum,5244,Conventional
2789,1991,VT,Wind,0,Green Energy
2790,1991,VT,Wood and Wood Derived Fuels,126367,Conventional
2804,1991,WA,Coal,7944779,Conventional
2805,1991,WA,Hydroelectric Conventional,89342397,Green Energy
2806,1991,WA,Natural Gas,460424,Conventional
2807,1991,WA,Nuclear,4229868,Green Energy
2809,1991,WA,Other Biomass,46633,Conventional
2810,1991,WA,Other Gases,97467,Conventional
2811,1991,WA,Petroleum,31164,Conventional
2812,1991,WA,Pumped Storage,0,Green Energy
2813,1991,WA,Wood and Wood Derived Fuels,717827,Conventional
2844,1991,WI,Coal,34487009,Conventional
2845,1991,WI,Hydroelectric Conventional,2516633,Green Energy
2846,1991,WI,Natural Gas,381590,Conventional
2847,1991,WI,Nuclear,10991419,Green Energy
2848,1991,WI,Other Biomass,135688,Conventional
2849,1991,WI,Petroleum,164243,Conventional
2850,1991,WI,Wind,6,Green Energy
2851,1991,WI,Wood and Wood Derived Fuels,680149,Conventional
2876,1991,WV,Coal,71867808,Conventional
2877,1991,WV,Hydroelectric Conventional,1065385,Green Energy
2878,1991,WV,Natural Gas,58808,Conventional
2880,1991,WV,Other Gases,178489,Conventional
2881,1991,WV,Petroleum,253047,Conventional
2902,1991,WY,Coal,38081345,Conventional
2903,1991,WY,Hydroelectric Conventional,735932,Green Energy
2904,1991,WY,Natural Gas,321763,Conventional
2906,1991,WY,Petroleum,61417,Conventional
2907,1991,WY,Wood and Wood Derived Fuels,50440,Conventional
2920,1992,AK,Coal,495795,Conventional
2921,1992,AK,Hydroelectric Conventional,918120,Green Energy
2922,1992,AK,Natural Gas,3214330,Conventional
2923,1992,AK,Other Biomass,16295,Conventional
2924,1992,AK,Petroleum,521950,Conventional
2925,1992,AK,Wind,0,Green Energy
2926,1992,AK,Wood and Wood Derived Fuels,131934,Conventional
2943,1992,AL,Coal,61160671,Conventional
2944,1992,AL,Hydroelectric Conventional,10260023,Green Energy
2945,1992,AL,Natural Gas,1396063,Conventional
2946,1992,AL,Nuclear,19397436,Green Energy
2947,1992,AL,Other Biomass,28790,Conventional
2948,1992,AL,Other Gases,328720,Conventional
2949,1992,AL,Petroleum,194866,Conventional
2950,1992,AL,Wood and Wood Derived Fuels,2467853,Conventional
2971,1992,AR,Coal,20093600,Conventional
2972,1992,AR,Hydroelectric Conventional,3377255,Green Energy
2973,1992,AR,Natural Gas,3426632,Conventional
2974,1992,AR,Nuclear,11325661,Green Energy
2975,1992,AR,Other Biomass,14983,Conventional
2976,1992,AR,Petroleum,52668,Conventional
2977,1992,AR,Pumped Storage,2692,Green Energy
2978,1992,AR,Wood and Wood Derived Fuels,1452610,Conventional
2999,1992,AZ,Coal,34817088,Conventional
3000,1992,AZ,Hydroelectric Conventional,6620757,Green Energy
3001,1992,AZ,Natural Gas,2975365,Conventional
3002,1992,AZ,Nuclear,25608706,Green Energy
3003,1992,AZ,Petroleum,101915,Conventional
3004,1992,AZ,Pumped Storage,290465,Green Energy
3005,1992,AZ,Wood and Wood Derived Fuels,138431,Conventional
3022,1992,CA,Coal,3299510,Conventional
3023,1992,CA,Geothermal,14771487,Green Energy
3024,1992,CA,Hydroelectric Conventional,20167410,Green Energy
3025,1992,CA,Natural Gas,88704787,Conventional
3026,1992,CA,Nuclear,35244336,Green Energy
3028,1992,CA,Other Biomass,2783356,Conventional
3029,1992,CA,Other Gases,2714688,Conventional
3030,1992,CA,Petroleum,1948539,Conventional
3031,1992,CA,Pumped Storage,-4495,Green Energy
3032,1992,CA,Solar Thermal and Photovoltaic,399260,Green Energy
3033,1992,CA,Wind,2863999,Green Energy
3034,1992,CA,Wood and Wood Derived Fuels,4252371,Conventional
3077,1992,CO,Coal,30247748,Conventional
3078,1992,CO,Hydroelectric Conventional,1499162,Green Energy
3079,1992,CO,Natural Gas,1347188,Conventional
3080,1992,CO,Other Biomass,28173,Conventional
3081,1992,CO,Petroleum,40888,Conventional
3082,1992,CO,Pumped Storage,132331,Green Energy
3106,1992,CT,Coal,3717996,Conventional
3107,1992,CT,Hydroelectric Conventional,423713,Green Energy
3108,1992,CT,Natural Gas,1471825,Conventional
3109,1992,CT,Nuclear,16770708,Green Energy
3111,1992,CT,Other Biomass,1337177,Conventional
3112,1992,CT,Other Gases,2819,Conventional
3113,1992,CT,Petroleum,5483841,Conventional
3114,1992,CT,Pumped Storage,3301,Green Energy
3143,1992,DC,Coal,0,Conventional
3144,1992,DC,Petroleum,73991,Conventional
3150,1992,DE,Coal,4003881,Conventional
3151,1992,DE,Natural Gas,627975,Conventional
3153,1992,DE,Other Gases,164881,Conventional
3154,1992,DE,Petroleum,2181233,Conventional
3166,1992,FL,Coal,62709653,Conventional
3167,1992,FL,Hydroelectric Conventional,235604,Green Energy
3168,1992,FL,Natural Gas,19919616,Conventional
3169,1992,FL,Nuclear,25115956,Green Energy
3171,1992,FL,Other Biomass,2920768,Conventional
3172,1992,FL,Other Gases,15178,Conventional
3173,1992,FL,Petroleum,28617786,Conventional
3174,1992,FL,Wood and Wood Derived Fuels,2290724,Conventional
3202,1992,GA,Coal,59227954,Conventional
3203,1992,GA,Hydroelectric Conventional,4915318,Green Energy
3204,1992,GA,Natural Gas,729290,Conventional
3205,1992,GA,Nuclear,27996298,Green Energy
3206,1992,GA,Other Biomass,87064,Conventional
3207,1992,GA,Petroleum,813405,Conventional
3208,1992,GA,Pumped Storage,483079,Green Energy
3209,1992,GA,Wood and Wood Derived Fuels,3105821,Conventional
3232,1992,HI,Coal,556628,Conventional
3233,1992,HI,Geothermal,2134,Green Energy
3234,1992,HI,Hydroelectric Conventional,61123,Green Energy
3235,1992,HI,Other Biomass,805042,Conventional
3236,1992,HI,Other Gases,62401,Conventional
3237,1992,HI,Petroleum,8334203,Conventional
3238,1992,HI,Wind,22676,Green Energy
3239,1992,HI,Wood and Wood Derived Fuels,254,Conventional
3261,1992,IA,Coal,25763013,Conventional
3262,1992,IA,Hydroelectric Conventional,999665,Green Energy
3263,1992,IA,Natural Gas,269011,Conventional
3264,1992,IA,Nuclear,3405144,Green Energy
3265,1992,IA,Other Biomass,20009,Conventional
3266,1992,IA,Petroleum,40085,Conventional
3292,1992,ID,Coal,44371,Conventional
3293,1992,ID,Hydroelectric Conventional,6653977,Green Energy
3294,1992,ID,Natural Gas,137549,Conventional
3296,1992,ID,Other Biomass,8619,Conventional
3297,1992,ID,Petroleum,2313,Conventional
3298,1992,ID,Wood and Wood Derived Fuels,544143,Conventional
3314,1992,IL,Coal,51416591,Conventional
3315,1992,IL,Hydroelectric Conventional,139308,Green Energy
3316,1992,IL,Natural Gas,1703597,Conventional
3317,1992,IL,Nuclear,73742321,Green Energy
3318,1992,IL,Other Biomass,202394,Conventional
3319,1992,IL,Other Gases,404078,Conventional
3320,1992,IL,Petroleum,437893,Conventional
3321,1992,IL,Wood and Wood Derived Fuels,46,Conventional
3348,1992,IN,Coal,96616880,Conventional
3349,1992,IN,Hydroelectric Conventional,562476,Green Energy
3350,1992,IN,Natural Gas,1184257,Conventional
3351,1992,IN,Other Biomass,33471,Conventional
3352,1992,IN,Other Gases,2133416,Conventional
3353,1992,IN,Petroleum,488064,Conventional
3370,1992,KS,Coal,22152736,Conventional
3371,1992,KS,Hydroelectric Conventional,9768,Green Energy
3372,1992,KS,Natural Gas,1372392,Conventional
3373,1992,KS,Nuclear,8490658,Green Energy
3374,1992,KS,Petroleum,52826,Conventional
3375,1992,KS,Wind,113,Green Energy
3388,1992,KY,Coal,73476309,Conventional
3389,1992,KY,Hydroelectric Conventional,3767232,Green Energy
3390,1992,KY,Natural Gas,23832,Conventional
3391,1992,KY,Petroleum,83886,Conventional
3398,1992,LA,Coal,19840001,Conventional
3399,1992,LA,Hydroelectric Conventional,656492,Green Energy
3400,1992,LA,Natural Gas,36977798,Conventional
3401,1992,LA,Nuclear,10355520,Green Energy
3403,1992,LA,Other Biomass,80251,Conventional
3404,1992,LA,Other Gases,1162816,Conventional
3405,1992,LA,Petroleum,1065464,Conventional
3406,1992,LA,Wood and Wood Derived Fuels,2533780,Conventional
3431,1992,MA,Coal,11064697,Conventional
3432,1992,MA,Hydroelectric Conventional,1010856,Green Energy
3433,1992,MA,Natural Gas,8479397,Conventional
3434,1992,MA,Nuclear,4741968,Green Energy
3435,1992,MA,Other Biomass,1681890,Conventional
3436,1992,MA,Petroleum,13726316,Conventional
3437,1992,MA,Pumped Storage,-648685,Green Energy
3438,1992,MA,Wood and Wood Derived Fuels,31216,Conventional
3469,1992,MD,Coal,23850470,Conventional
3470,1992,MD,Hydroelectric Conventional,1824659,Green Energy
3471,1992,MD,Natural Gas,1077542,Conventional
3472,1992,MD,Nuclear,10663950,Green Energy
3473,1992,MD,Other Biomass,329854,Conventional
3474,1992,MD,Other Gases,506572,Conventional
3475,1992,MD,Petroleum,2749511,Conventional
3476,1992,MD,Wood and Wood Derived Fuels,174801,Conventional
3501,1992,ME,Coal,559844,Conventional
3502,1992,ME,Hydroelectric Conventional,3512606,Green Energy
3503,1992,ME,Natural Gas,24687,Conventional
3504,1992,ME,Nuclear,5357999,Green Energy
3505,1992,ME,Other Biomass,409247,Conventional
3506,1992,ME,Petroleum,2187082,Conventional
3507,1992,ME,Wood and Wood Derived Fuels,3632079,Conventional
3535,1992,MI,Coal,63346702,Conventional
3536,1992,MI,Hydroelectric Conventional,1782271,Green Energy
3537,1992,MI,Natural Gas,9528639,Conventional
3538,1992,MI,Nuclear,18848731,Green Energy
3540,1992,MI,Other Biomass,330502,Conventional
3541,1992,MI,Other Gases,243754,Conventional
3542,1992,MI,Petroleum,628767,Conventional
3543,1992,MI,Pumped Storage,-770902,Green Energy
3544,1992,MI,Wood and Wood Derived Fuels,1352285,Conventional
3577,1992,MN,Coal,25701266,Conventional
3578,1992,MN,Hydroelectric Conventional,1062506,Green Energy
3579,1992,MN,Natural Gas,645888,Conventional
3580,1992,MN,Nuclear,11166355,Green Energy
3581,1992,MN,Other Biomass,525005,Conventional
3582,1992,MN,Petroleum,648658,Conventional
3583,1992,MN,Wind,145,Green Energy
3584,1992,MN,Wood and Wood Derived Fuels,509061,Conventional
3608,1992,MO,Coal,47099235,Conventional
3609,1992,MO,Hydroelectric Conventional,1481265,Green Energy
3610,1992,MO,Natural Gas,237779,Conventional
3611,1992,MO,Nuclear,8083975,Green Energy
3612,1992,MO,Other Biomass,85,Conventional
3613,1992,MO,Petroleum,81078,Conventional
3614,1992,MO,Pumped Storage,-31744,Green Energy
3632,1992,MS,Coal,7836090,Conventional
3633,1992,MS,Natural Gas,4735182,Conventional
3634,1992,MS,Nuclear,8173763,Green Energy
3635,1992,MS,Petroleum,413903,Conventional
3636,1992,MS,Wood and Wood Derived Fuels,1976025,Conventional
3650,1992,MT,Coal,17453833,Conventional
3651,1992,MT,Hydroelectric Conventional,8270838,Green Energy
3652,1992,MT,Natural Gas,34569,Conventional
3653,1992,MT,Petroleum,16956,Conventional
3654,1992,MT,Wind,50,Green Energy
3655,1992,MT,Wood and Wood Derived Fuels,123399,Conventional
3672,1992,NC,Coal,58274019,Conventional
3673,1992,NC,Hydroelectric Conventional,5768453,Green Energy
3674,1992,NC,Natural Gas,361308,Conventional
3675,1992,NC,Nuclear,22753813,Green Energy
3677,1992,NC,Other Biomass,30506,Conventional
3678,1992,NC,Petroleum,335046,Conventional
3679,1992,NC,Pumped Storage,109885,Green Energy
3680,1992,NC,Wood and Wood Derived Fuels,1677076,Conventional
3710,1992,ND,Coal,26960827,Conventional
3711,1992,ND,Hydroelectric Conventional,1698854,Green Energy
3712,1992,ND,Natural Gas,13411,Conventional
3713,1992,ND,Other Gases,38523,Conventional
3714,1992,ND,Petroleum,55282,Conventional
3726,1992,NE,Coal,12440175,Conventional
3727,1992,NE,Hydroelectric Conventional,1075446,Green Energy
3728,1992,NE,Natural Gas,145492,Conventional
3729,1992,NE,Nuclear,8748468,Green Energy
3730,1992,NE,Other Biomass,6435,Conventional
3731,1992,NE,Petroleum,9482,Conventional
3743,1992,NH,Coal,3187087,Conventional
3744,1992,NH,Hydroelectric Conventional,1393631,Green Energy
3745,1992,NH,Natural Gas,57001,Conventional
3746,1992,NH,Nuclear,7868653,Green Energy
3747,1992,NH,Other Biomass,164099,Conventional
3748,1992,NH,Petroleum,1413274,Conventional
3749,1992,NH,Wood and Wood Derived Fuels,1033508,Conventional
3772,1992,NJ,Coal,5409083,Conventional
3773,1992,NJ,Hydroelectric Conventional,22380,Green Energy
3774,1992,NJ,Natural Gas,14515031,Conventional
3775,1992,NJ,Nuclear,21595097,Green Energy
3776,1992,NJ,Other Biomass,904189,Conventional
3777,1992,NJ,Other Gases,48157,Conventional
3778,1992,NJ,Petroleum,1308375,Conventional
3779,1992,NJ,Pumped Storage,-138298,Green Energy
3804,1992,NM,Coal,25348413,Conventional
3805,1992,NM,Hydroelectric Conventional,255046,Green Energy
3806,1992,NM,Natural Gas,2414692,Conventional
3807,1992,NM,Other Biomass,14128,Conventional
3808,1992,NM,Petroleum,37159,Conventional
3823,1992,NV,Coal,16443169,Conventional
3824,1992,NV,Geothermal,1177972,Green Energy
3825,1992,NV,Hydroelectric Conventional,1985691,Green Energy
3826,1992,NV,Natural Gas,3392197,Conventional
3828,1992,NV,Petroleum,327585,Conventional
3841,1992,NY,Coal,27279703,Conventional
3842,1992,NY,Hydroelectric Conventional,28056647,Green Energy
3843,1992,NY,Natural Gas,26849697,Conventional
3844,1992,NY,Nuclear,24154932,Green Energy
3845,1992,NY,Other Biomass,1738485,Conventional
3846,1992,NY,Other Gases,91985,Conventional
3847,1992,NY,Petroleum,18319258,Conventional
3848,1992,NY,Pumped Storage,-1031645,Green Energy
3849,1992,NY,Wood and Wood Derived Fuels,489862,Conventional
3884,1992,OH,Coal,121249946,Conventional
3885,1992,OH,Hydroelectric Conventional,253165,Green Energy
3886,1992,OH,Natural Gas,340236,Conventional
3887,1992,OH,Nuclear,14805499,Green Energy
3888,1992,OH,Other Biomass,349113,Conventional
3889,1992,OH,Other Gases,73545,Conventional
